,market_price_usd,addresses_with_1000_btc,addresses_with_100_btc,addresses_with_10_btc,addresses_with_1_btc,addresses_with_0.01_btc_x,addresses_with_0.01_btc_y
2020-03-01,8555.23,2145.0,16258.0,154587.0,791221.0,7872741.0,7872741.0
2020-03-02,8905.88,2146.0,16259.0,154583.0,791282.0,7879172.0,7879172.0
2020-03-03,8752.8,2145.0,16245.0,154662.0,792122.0,7884449.0,7884449.0
2020-03-04,8757.51,2151.0,16264.0,154555.0,792726.0,7894413.0,7894413.0
2020-03-05,9047.88,2158.0,16257.0,154638.0,793275.0,7900639.0,7900639.0
2020-03-06,9135.85,2162.0,16240.0,155402.0,793416.0,7890696.0,7890696.0
2020-03-07,8902.2,2162.0,16236.0,155174.0,794071.0,7903492.0,7903492.0
2020-03-08,8126.33,2158.0,16223.0,155119.0,794545.0,7920104.0,7920104.0
2020-03-09,7954.51,2153.0,16197.0,155185.0,794548.0,7923280.0,7923280.0
2020-03-10,7906.73,2153.0,16215.0,155097.0,795129.0,7939436.0,7939436.0
2020-03-11,7935.52,2148.0,16197.0,154105.0,794799.0,7956084.0,7956084.0
2020-03-12,5142.99,2152.0,16228.0,153493.0,790423.0,7962384.0,7962384.0
2020-03-13,5461.54,2139.0,16320.0,153472.0,790700.0,7978457.0,7978457.0
2020-03-14,5171.15,2141.0,16322.0,153211.0,790161.0,7979323.0,7979323.0
2020-03-15,5397.93,2141.0,16349.0,153433.0,789430.0,7992997.0,7992997.0
2020-03-16,5032.5,2145.0,16342.0,153515.0,790304.0,8005181.0,8005181.0
2020-03-17,5389.42,2136.0,16275.0,153499.0,791849.0,8012893.0,8012893.0
2020-03-18,5368.04,2152.0,16204.0,153605.0,793166.0,8038828.0,8038828.0
2020-03-19,6225.09,2141.0,16153.0,153626.0,794640.0,8061485.0,8061485.0
2020-03-20,6168.54,2141.0,16102.0,153372.0,794452.0,8085647.0,8085647.0
2020-03-21,6145.77,2141.0,16100.0,153474.0,794535.0,8086188.0,8086188.0
2020-03-22,5937.38,2139.0,16106.0,153651.0,795373.0,8101464.0,8101464.0
2020-03-23,6469.06,2131.0,16060.0,153480.0,795432.0,8112899.0,8112899.0
2020-03-24,6730.17,2139.0,16048.0,153186.0,795195.0,8119639.0,8119639.0
2020-03-25,6701.07,2137.0,16043.0,153267.0,796590.0,8152570.0,8152570.0
2020-03-26,6765.56,2131.0,16050.0,153245.0,796464.0,8118104.0,8118104.0
2020-03-27,6397.83,2135.0,16062.0,153316.0,797266.0,8106153.0,8106153.0
2020-03-28,6268.65,2134.0,16047.0,153379.0,797472.0,8131698.0,8131698.0
2020-03-29,5915.34,2131.0,16050.0,153447.0,798181.0,8142983.0,8142983.0
2020-03-30,6403.14,2133.0,16045.0,153433.0,798621.0,8152232.0,8152232.0
2020-03-31,6435.16,2131.0,16052.0,153640.0,799588.0,8152561.0,8152561.0
2020-04-01,6638.92,2131.0,16041.0,153647.0,800556.0,8161186.0,8161186.0
2020-04-02,6745.43,2124.0,16073.0,153452.0,800095.0,8160947.0,8160947.0
2020-04-03,6732.85,2132.0,16058.0,153564.0,800484.0,8171583.0,8171583.0
2020-04-04,6861.03,2132.0,16054.0,153646.0,801033.0,8191531.0,8191531.0
2020-04-05,6782.8,2129.0,16051.0,153621.0,801476.0,8213091.0,8213091.0
2020-04-06,7297.64,2126.0,16085.0,153641.0,801220.0,8220688.0,8220688.0
2020-04-07,7196.89,2128.0,16083.0,153686.0,801848.0,8230710.0,8230710.0
2020-04-08,7317.72,2127.0,16066.0,153714.0,802211.0,8215098.0,8215098.0
2020-04-09,7290.64,2119.0,16046.0,153745.0,802604.0,8226867.0,8226867.0
2020-04-10,6895.72,2116.0,16070.0,154004.0,803114.0,8235979.0,8235979.0
2020-04-11,6906.06,2115.0,16049.0,154085.0,803370.0,8251555.0,8251555.0
2020-04-12,6907.73,2118.0,16054.0,154158.0,803796.0,8263415.0,8263415.0
2020-04-13,6857.54,2122.0,16054.0,154167.0,803993.0,8271586.0,8271586.0
2020-04-14,6834.39,2121.0,16049.0,154234.0,804657.0,8266372.0,8266372.0
2020-04-15,6629.43,2125.0,16047.0,154261.0,805549.0,8277442.0,8277442.0
2020-04-16,7059.93,2109.0,16042.0,154212.0,805878.0,8289897.0,8289897.0
2020-04-17,7034.29,2107.0,16057.0,154185.0,805368.0,8301971.0,8301971.0
2020-04-18,7238.07,2105.0,16052.0,154245.0,805762.0,8239309.0,8239309.0
2020-04-19,7127.11,2104.0,16063.0,154233.0,805843.0,8258834.0,8258834.0
2020-04-20,6851.6,2105.0,16042.0,154339.0,806807.0,8262368.0,8262368.0
2020-04-21,6841.12,2106.0,16044.0,154256.0,807441.0,8266743.0,8266743.0
2020-04-22,7106.18,2100.0,16069.0,154368.0,808964.0,8302489.0,8302489.0
2020-04-23,7392.49,2104.0,16058.0,154373.0,809510.0,8297841.0,8297841.0
2020-04-24,7498.29,2105.0,16079.0,154343.0,810018.0,8310865.0,8310865.0
2020-04-25,7538.73,2104.0,16084.0,154454.0,810153.0,8310527.0,8310527.0
2020-04-26,7710.66,2104.0,16082.0,154511.0,810802.0,8320458.0,8320458.0
2020-04-27,7775.9,2107.0,16082.0,154446.0,811369.0,8334680.0,8334680.0
2020-04-28,7761.06,2110.0,16077.0,154687.0,812184.0,8304217.0,8304217.0
2020-04-29,8706.31,2104.0,16069.0,154754.0,813620.0,8338866.0,8338866.0
2020-04-30,8640.02,2108.0,16109.0,154589.0,812848.0,8354643.0,8354643.0
2020-05-01,8829.51,2111.0,16111.0,154334.0,811980.0,8362727.0,8362727.0
2020-05-02,8969.88,2111.0,16124.0,154499.0,812535.0,8321382.0,8321382.0
2020-05-03,8892.65,2115.0,16127.0,154537.0,812754.0,8274888.0,8274888.0
2020-05-04,8885.6,2104.0,16134.0,154619.0,813469.0,8285401.0,8285401.0
2020-05-05,9003.57,2106.0,16100.0,154627.0,814009.0,8291960.0,8291960.0
2020-05-06,9195.72,2108.0,16099.0,154395.0,813658.0,8297926.0,8297926.0
2020-05-07,9922.86,2117.0,16086.0,154382.0,813158.0,8289041.0,8289041.0
2020-05-08,9821.81,2119.0,16019.0,154540.0,811428.0,8286506.0,8286506.0
2020-05-09,9566.89,2122.0,16019.0,154720.0,810401.0,8290798.0,8290798.0
2020-05-10,8752.62,2122.0,16032.0,154625.0,810776.0,8269074.0,8269074.0
2020-05-11,8604.75,2130.0,16057.0,154718.0,811534.0,8282051.0,8282051.0
2020-05-12,8787.21,2140.0,16036.0,154732.0,812329.0,8299078.0,8299078.0
2020-05-13,9301.47,2141.0,16013.0,154697.0,812719.0,8313972.0,8313972.0
2020-05-14,9796.49,2146.0,16006.0,154659.0,813729.0,8349463.0,8349463.0
2020-05-15,9309.3,2144.0,16015.0,154637.0,813803.0,8370072.0,8370072.0
2020-05-16,9375.3,2143.0,16001.0,154283.0,813746.0,8359725.0,8359725.0
2020-05-17,9642.39,2144.0,16003.0,154357.0,813810.0,8366303.0,8366303.0
2020-05-18,9605.09,2143.0,16017.0,154261.0,814503.0,8391728.0,8391728.0
2020-05-19,9755.21,2136.0,16043.0,154325.0,815347.0,8422826.0,8422826.0
2020-05-20,9525.6,2134.0,16036.0,154372.0,815817.0,8438171.0,8438171.0
2020-05-21,9059.96,2135.0,16070.0,154346.0,816244.0,8442599.0,8442599.0
2020-05-22,9153.34,2137.0,16057.0,154477.0,815861.0,8465957.0,8465957.0
2020-05-23,9144.02,2134.0,16060.0,154457.0,815934.0,8476612.0,8476612.0
2020-05-24,8808.82,2133.0,16069.0,154489.0,815659.0,8421684.0,8421684.0
2020-05-25,8883.74,2135.0,16081.0,154464.0,816144.0,8420936.0,8420936.0
2020-05-26,8836.78,2131.0,16079.0,154602.0,816988.0,8444654.0,8444654.0
2020-05-27,9174.67,2130.0,16065.0,154677.0,817730.0,8436825.0,8436825.0
2020-05-28,9546.03,2132.0,16083.0,154635.0,817958.0,8440254.0,8440254.0
2020-05-29,9404.3,2132.0,16071.0,154551.0,817657.0,8439362.0,8439362.0
2020-05-30,9654.94,2135.0,16083.0,154690.0,817289.0,8400238.0,8400238.0
2020-05-31,9471.82,2136.0,16083.0,154962.0,816660.0,8394581.0,8394581.0
2020-06-01,10163.96,2135.0,16047.0,154796.0,815438.0,8388783.0,8388783.0
2020-06-02,9515.24,2139.0,16017.0,154466.0,814946.0,8392698.0,8392698.0
2020-06-03,9645.23,2141.0,16008.0,154582.0,815519.0,8390070.0,8390070.0
2020-06-04,9792.57,2143.0,16015.0,154491.0,815899.0,8383878.0,8383878.0
2020-06-05,9642.27,2143.0,16027.0,154342.0,816118.0,8378862.0,8378862.0
2020-06-06,9670.32,2142.0,16046.0,154387.0,816438.0,8392393.0,8392393.0
2020-06-07,9742.76,2141.0,16060.0,154365.0,816916.0,8391534.0,8391534.0
2020-06-08,9773.3,2143.0,16052.0,154476.0,817115.0,8394060.0,8394060.0
2020-06-09,9757.7,2146.0,16060.0,154357.0,816827.0,8392559.0,8392559.0
2020-06-10,9885.96,2145.0,16077.0,154215.0,816917.0,8394723.0,8394723.0
2020-06-11,9301.98,2146.0,16089.0,154167.0,816475.0,8386584.0,8386584.0
2020-06-12,9471.61,2149.0,16072.0,154203.0,817050.0,8393932.0,8393932.0
2020-06-13,9471.21,2151.0,16057.0,154176.0,817424.0,8390798.0,8390798.0
2020-06-14,9345.96,2151.0,16076.0,154132.0,817440.0,8403759.0,8403759.0
2020-06-15,9431.72,2153.0,16095.0,154127.0,818056.0,8408337.0,8408337.0
2020-06-16,9525.61,2151.0,16098.0,154027.0,818103.0,8410838.0,8410838.0
2020-06-17,9441.85,2148.0,16089.0,154017.0,818555.0,8427158.0,8427158.0
2020-06-18,9367.14,2148.0,16078.0,154029.0,819113.0,8436895.0,8436895.0
2020-06-19,9323.76,2156.0,16094.0,154124.0,818763.0,8443700.0,8443700.0
2020-06-20,9365.35,2157.0,16088.0,154026.0,818577.0,8449134.0,8449134.0
2020-06-21,9294.22,2157.0,16089.0,154010.0,818459.0,8440629.0,8440629.0
2020-06-22,9678.68,2162.0,16117.0,153933.0,818422.0,8459182.0,8459182.0
2020-06-23,9624.68,2161.0,16069.0,154071.0,816958.0,8429024.0,8429024.0
2020-06-24,9292.89,2158.0,16062.0,154152.0,817769.0,8432834.0,8432834.0
2020-06-25,9214.64,2153.0,16035.0,154917.0,819402.0,8438516.0,8438516.0
2020-06-26,9162.18,2152.0,16054.0,154986.0,820092.0,8432157.0,8432157.0
2020-06-27,9029.79,2153.0,16065.0,154936.0,819609.0,8440839.0,8440839.0
2020-06-28,9131.98,2152.0,16057.0,154879.0,820033.0,8458048.0,8458048.0
2020-06-29,9193.71,2150.0,16073.0,155020.0,820050.0,8453250.0,8453250.0
2020-06-30,9139.51,2150.0,16076.0,154940.0,821099.0,8463927.0,8463927.0
2020-07-01,9245.89,2151.0,16112.0,154552.0,820229.0,8460137.0,8460137.0
2020-07-02,9086.49,2147.0,16118.0,154078.0,819344.0,8459763.0,8459763.0
2020-07-03,9071.39,2154.0,16112.0,153982.0,818860.0,8461852.0,8461852.0
2020-07-04,9132.91,2152.0,16105.0,154159.0,818972.0,8452584.0,8452584.0
2020-07-05,9084.66,2154.0,16102.0,154125.0,819154.0,8455542.0,8455542.0
2020-07-06,9334.26,2158.0,16089.0,154140.0,819242.0,8459500.0,8459500.0
2020-07-07,9253.63,2156.0,16085.0,154047.0,819505.0,8483729.0,8483729.0
2020-07-08,9403.43,2165.0,16055.0,154071.0,819427.0,8487415.0,8487415.0
2020-07-09,9236.33,2159.0,16064.0,153978.0,819624.0,8482733.0,8482733.0
2020-07-10,9282.76,2154.0,16073.0,154093.0,820268.0,8486108.0,8486108.0
2020-07-11,9254.77,2154.0,16068.0,154147.0,820454.0,8480782.0,8480782.0
2020-07-12,9305.58,2155.0,16061.0,154245.0,820796.0,8481709.0,8481709.0
2020-07-13,9231.81,2152.0,16074.0,154268.0,820845.0,8494746.0,8494746.0
2020-07-14,9247.06,2154.0,16092.0,154147.0,820989.0,8518461.0,8518461.0
2020-07-15,9199.28,2159.0,16086.0,154310.0,821634.0,8536524.0,8536524.0
2020-07-16,9131.69,2158.0,16078.0,154238.0,821704.0,8557987.0,8557987.0
2020-07-17,9163.31,2160.0,16086.0,154304.0,822659.0,8585125.0,8585125.0
2020-07-18,9178.86,2163.0,16076.0,154257.0,822050.0,8589010.0,8589010.0
2020-07-19,9202.62,2161.0,16064.0,154399.0,822186.0,8546275.0,8546275.0
2020-07-20,9163.35,2160.0,16084.0,154476.0,822067.0,8540268.0,8540268.0
2020-07-21,9375.2,2160.0,16063.0,154449.0,822769.0,8580664.0,8580664.0
2020-07-22,9517.29,2160.0,16069.0,154221.0,821854.0,8595886.0,8595886.0
2020-07-23,9584.24,2165.0,16051.0,154082.0,820952.0,8604158.0,8604158.0
2020-07-24,9535.94,2168.0,16058.0,154006.0,820958.0,8605899.0,8605899.0
2020-07-25,9679.29,2170.0,16070.0,153961.0,819675.0,8578682.0,8578682.0
2020-07-26,9920.32,2170.0,16067.0,154081.0,819539.0,8515490.0,8515490.0
2020-07-27,11189.36,2158.0,16047.0,153833.0,819627.0,8518232.0,8518232.0
2020-07-28,10953.64,2166.0,16016.0,153643.0,818830.0,8515524.0,8515524.0
2020-07-29,11024.69,2169.0,16038.0,153554.0,818043.0,8532902.0,8532902.0
2020-07-30,11095.67,2168.0,16006.0,153530.0,817637.0,8538755.0,8538755.0
2020-07-31,11260.72,2171.0,16004.0,153649.0,817713.0,8547718.0,8547718.0
2020-08-01,11817.34,2175.0,16000.0,153632.0,817997.0,8525870.0,8525870.0
2020-08-02,11019.46,2177.0,15989.0,153700.0,818329.0,8509905.0,8509905.0
2020-08-03,11226.04,2177.0,16003.0,153741.0,819251.0,8498290.0,8498290.0
2020-08-04,11196.79,2179.0,16022.0,153752.0,819773.0,8504605.0,8504605.0
2020-08-05,11774.94,2177.0,16014.0,153692.0,820296.0,8500964.0,8500964.0
2020-08-06,11768.13,2178.0,15988.0,153561.0,819596.0,8506250.0,8506250.0
2020-08-07,11597.34,2195.0,16007.0,153533.0,818931.0,8491052.0,8491052.0
2020-08-08,11763.93,2192.0,16005.0,153555.0,818938.0,8477095.0,8477095.0
2020-08-09,11682.85,2193.0,15989.0,153528.0,819539.0,8463408.0,8463408.0
2020-08-10,11863.89,2197.0,15985.0,153379.0,819368.0,8469340.0,8469340.0
2020-08-11,11400.57,2194.0,15974.0,153285.0,819499.0,8479530.0,8479530.0
2020-08-12,11588.72,2196.0,15989.0,153441.0,820020.0,8470878.0,8470878.0
2020-08-13,11765.19,2199.0,15991.0,153446.0,820449.0,8489910.0,8489910.0
2020-08-14,11825.44,2193.0,15996.0,153395.0,820376.0,8489533.0,8489533.0
2020-08-15,11864.91,2197.0,16015.0,153342.0,819777.0,8464013.0,8464013.0
2020-08-16,11831.68,2194.0,15989.0,153430.0,820256.0,8471379.0,8471379.0
2020-08-17,12272.81,2199.0,15990.0,153546.0,821586.0,8506177.0,8506177.0
2020-08-18,11959.92,2187.0,16003.0,153403.0,821001.0,8512158.0,8512158.0
2020-08-19,11791.02,2190.0,15996.0,153490.0,821753.0,8537803.0,8537803.0
2020-08-20,11870.63,2191.0,16002.0,153441.0,821740.0,8537025.0,8537025.0
2020-08-21,11521.22,2189.0,16019.0,153438.0,821557.0,8495896.0,8495896.0
2020-08-22,11676.39,2191.0,16024.0,153350.0,819524.0,8498846.0,8498846.0
2020-08-23,11596.38,2189.0,16047.0,153408.0,819485.0,8462702.0,8462702.0
2020-08-24,11757.64,2190.0,16042.0,153552.0,819969.0,8475693.0,8475693.0
2020-08-25,11296.45,2188.0,16025.0,153556.0,820914.0,8490442.0,8490442.0
2020-08-26,11457.81,2189.0,16031.0,153505.0,820642.0,8508773.0,8508773.0
2020-08-27,11312.08,2187.0,16043.0,153685.0,821117.0,8546807.0,8546807.0
2020-08-28,11520.4,2196.0,16004.0,153478.0,820257.0,8523930.0,8523930.0
2020-08-29,11470.84,2196.0,16029.0,153732.0,820582.0,8482406.0,8482406.0
2020-08-30,11701.0,2195.0,16021.0,153739.0,820806.0,8486280.0,8486280.0
2020-08-31,11587.33,2202.0,16024.0,153827.0,821330.0,8517107.0,8517107.0
2020-09-01,11895.23,2199.0,16019.0,153660.0,821117.0,8544190.0,8544190.0
2020-09-02,11382.88,2207.0,16030.0,153737.0,821501.0,8547763.0,8547763.0
2020-09-03,10159.18,2210.0,16016.0,153764.0,822475.0,8554734.0,8554734.0
2020-09-04,10495.64,2203.0,15984.0,153940.0,823001.0,8587314.0,8587314.0
2020-09-05,10226.24,2198.0,15979.0,153767.0,822436.0,8596302.0,8596302.0
2020-09-06,10260.02,2196.0,15989.0,153434.0,822156.0,8521628.0,8521628.0
2020-09-07,10391.31,2193.0,16005.0,153345.0,822700.0,8496349.0,8496349.0
2020-09-08,10134.46,2187.0,15984.0,153243.0,823068.0,8500544.0,8500544.0
2020-09-09,10238.19,2191.0,15982.0,153129.0,823688.0,8517535.0,8517535.0
2020-09-10,10363.19,2197.0,15964.0,153090.0,822615.0,8499431.0,8499431.0
2020-09-11,10375.19,2203.0,15983.0,153281.0,823183.0,8509649.0,8509649.0
2020-09-12,10421.35,2198.0,15978.0,153284.0,823157.0,8495503.0,8495503.0
2020-09-13,10334.87,2198.0,15982.0,153347.0,823159.0,8493372.0,8493372.0
2020-09-14,10652.98,2201.0,15987.0,153119.0,823483.0,8505332.0,8505332.0
2020-09-15,10742.5,2202.0,16021.0,152990.0,823810.0,8535864.0,8535864.0
2020-09-16,10941.42,2198.0,15978.0,153080.0,823880.0,8524724.0,8524724.0
2020-09-17,10956.23,2194.0,15982.0,153145.0,823210.0,8509339.0,8509339.0
2020-09-18,10941.72,2194.0,15991.0,152938.0,821546.0,8511639.0,8511639.0
2020-09-19,11071.77,2193.0,16060.0,152820.0,811252.0,8497181.0,8497181.0
2020-09-20,10947.87,2197.0,16060.0,152835.0,810489.0,8493644.0,8493644.0
2020-09-21,10430.93,2191.0,16068.0,152772.0,811558.0,8522437.0,8522437.0
2020-09-22,10527.25,2191.0,16126.0,153024.0,811645.0,8542063.0,8542063.0
2020-09-23,10219.31,2192.0,16142.0,153350.0,810222.0,8563796.0,8563796.0
2020-09-24,10726.53,2189.0,16140.0,153297.0,810056.0,8569694.0,8569694.0
2020-09-25,10684.37,2187.0,16117.0,153465.0,809070.0,8513600.0,8513600.0
2020-09-26,10728.6,2192.0,16102.0,153533.0,808404.0,8500597.0,8500597.0
2020-09-27,10765.3,2188.0,16118.0,153638.0,807663.0,8503592.0,8503592.0
2020-09-28,10701.57,2189.0,16113.0,153659.0,806916.0,8522287.0,8522287.0
2020-09-29,10839.06,2195.0,16106.0,153893.0,807735.0,8549870.0,8549870.0
2020-09-30,10777.82,2194.0,16093.0,153864.0,808246.0,8544090.0,8544090.0
2020-10-01,10627.98,2191.0,16099.0,153361.0,809360.0,8575343.0,8575343.0
2020-10-02,10556.26,2180.0,16087.0,153462.0,809944.0,8602072.0,8602072.0
2020-10-03,10548.82,2182.0,16067.0,153565.0,810264.0,8569250.0,8569250.0
2020-10-04,10716.69,2184.0,16064.0,153708.0,810740.0,8541800.0,8541800.0
2020-10-05,10790.15,2182.0,16056.0,153658.0,811578.0,8549078.0,8549078.0
2020-10-06,10608.79,2183.0,16036.0,153517.0,812121.0,8568237.0,8568237.0
2020-10-07,10672.16,2184.0,16060.0,153566.0,812470.0,8570955.0,8570955.0
2020-10-08,10918.68,2186.0,16063.0,153594.0,813292.0,8560345.0,8560345.0
2020-10-09,11056.09,2175.0,16064.0,153651.0,812738.0,8563741.0,8563741.0
2020-10-10,11296.8,2175.0,16055.0,153718.0,812496.0,8549964.0,8549964.0
2020-10-11,11344.73,2175.0,16048.0,153749.0,812578.0,8555019.0,8555019.0
2020-10-12,11543.71,2180.0,16027.0,153722.0,812895.0,8554665.0,8554665.0
2020-10-13,11424.81,2178.0,16077.0,153746.0,813380.0,8555279.0,8555279.0
2020-10-14,11410.37,2175.0,16089.0,153724.0,813912.0,8564099.0,8564099.0
2020-10-15,11478.33,2172.0,16113.0,153701.0,814515.0,8572492.0,8572492.0
2020-10-16,11316.5,2175.0,16117.0,153670.0,814830.0,8580067.0,8580067.0
2020-10-17,11357.92,2178.0,16104.0,153686.0,815217.0,8586741.0,8586741.0
2020-10-18,11498.96,2178.0,16098.0,153666.0,815870.0,8597720.0,8597720.0
2020-10-19,11752.15,2183.0,16162.0,153660.0,816910.0,8627630.0,8627630.0
2020-10-20,11966.73,2177.0,16167.0,153639.0,817582.0,8648552.0,8648552.0
2020-10-21,12806.94,2184.0,16098.0,153618.0,817989.0,8642443.0,8642443.0
2020-10-22,12961.59,2220.0,16109.0,153720.0,818311.0,8664894.0,8664894.0
2020-10-23,12929.44,2229.0,16103.0,153468.0,817243.0,8672586.0,8672586.0
2020-10-24,13089.4,2228.0,16095.0,153605.0,817656.0,8605235.0,8605235.0
2020-10-25,13023.35,2231.0,16081.0,153562.0,818164.0,8582826.0,8582826.0
2020-10-26,13062.81,2221.0,16091.0,153615.0,819242.0,8598611.0,8598611.0
2020-10-27,13679.87,2223.0,16102.0,153574.0,819871.0,8639922.0,8639922.0
2020-10-28,13275.88,2218.0,16105.0,153725.0,821139.0,8669290.0,8669290.0
2020-10-29,13441.88,2225.0,16072.0,153702.0,821382.0,8697621.0,8697621.0
2020-10-30,13546.27,2223.0,16072.0,153831.0,821939.0,8705667.0,8705667.0
2020-10-31,13831.63,2218.0,16062.0,153908.0,822261.0,8715588.0,8715588.0
2020-11-01,13777.59,2215.0,16073.0,153717.0,821850.0,8715704.0,8715704.0
2020-11-02,13558.36,2226.0,16084.0,153726.0,822876.0,8743520.0,8743520.0
2020-11-03,13986.42,2219.0,16204.0,154081.0,823936.0,8753452.0,8753452.0
2020-11-04,14150.55,2215.0,16253.0,154265.0,825231.0,8688973.0,8688973.0
2020-11-05,15759.64,2222.0,16237.0,154129.0,824389.0,8690839.0,8690839.0
2020-11-06,15548.31,2225.0,16260.0,153896.0,822958.0,8676871.0,8676871.0
2020-11-07,14738.72,2233.0,16255.0,153937.0,822806.0,8637704.0,8637704.0
2020-11-08,15478.62,2233.0,16271.0,154102.0,823113.0,8624858.0,8624858.0
2020-11-09,15291.19,2226.0,16238.0,154135.0,823271.0,8580584.0,8580584.0
2020-11-10,15278.71,2234.0,16159.0,154157.0,823684.0,8585364.0,8585364.0
2020-11-11,15693.1,2231.0,16188.0,154333.0,822946.0,8585815.0,8585815.0
2020-11-12,16261.97,2230.0,16214.0,154512.0,822099.0,8572059.0,8572059.0
2020-11-13,16284.63,2234.0,16169.0,154530.0,822595.0,8587025.0,8587025.0
2020-11-14,16074.65,2236.0,16208.0,154544.0,819576.0,8576407.0,8576407.0
2020-11-15,15930.29,2237.0,16236.0,154503.0,818928.0,8571805.0,8571805.0
2020-11-16,16746.66,2236.0,16268.0,154304.0,818600.0,8564966.0,8564966.0
2020-11-17,17639.64,2232.0,16229.0,154207.0,819052.0,8553578.0,8553578.0
2020-11-18,17629.16,2230.0,16233.0,154435.0,819138.0,8532968.0,8532968.0
2020-11-19,17896.1,2230.0,16193.0,154435.0,819183.0,8542555.0,8542555.0
2020-11-20,18628.81,2250.0,16204.0,154410.0,819109.0,8540692.0,8540692.0
2020-11-21,18674.37,2256.0,16177.0,154440.0,819129.0,8529898.0,8529898.0
2020-11-22,18420.95,2255.0,16149.0,154598.0,819925.0,8529795.0,8529795.0
2020-11-23,18357.77,2270.0,16165.0,154669.0,820555.0,8536972.0,8536972.0
2020-11-24,19091.52,2271.0,16138.0,154619.0,820609.0,8557450.0,8557450.0
2020-11-25,18753.48,2273.0,16135.0,154628.0,820787.0,8570671.0,8570671.0
2020-11-26,17070.61,2266.0,16112.0,154888.0,820962.0,8536330.0,8536330.0
2020-11-27,17104.99,2263.0,16084.0,154559.0,820056.0,8515468.0,8515468.0
2020-11-28,17725.46,2262.0,16081.0,154613.0,820152.0,8481929.0,8481929.0
2020-11-29,18157.22,2260.0,16105.0,154520.0,819674.0,8468259.0,8468259.0
2020-11-30,19609.52,2260.0,16148.0,154583.0,821143.0,8499913.0,8499913.0
2020-12-01,18821.29,2259.0,16120.0,154484.0,821119.0,8525197.0,8525197.0
2020-12-02,19223.48,2260.0,16092.0,154383.0,821451.0,8549101.0,8549101.0
2020-12-03,19419.85,2264.0,16092.0,154423.0,821971.0,8536416.0,8536416.0
2020-12-04,18760.84,2269.0,16101.0,154367.0,822244.0,8536338.0,8536338.0
2020-12-05,19233.94,2269.0,16077.0,154295.0,822654.0,8519900.0,8519900.0
2020-12-06,19317.22,2268.0,16096.0,154290.0,822687.0,8504284.0,8504284.0
2020-12-07,19197.26,2265.0,16105.0,154107.0,823342.0,8515588.0,8515588.0
2020-12-08,18292.99,2268.0,16107.0,153998.0,823552.0,8528049.0,8528049.0
2020-12-09,18529.44,2263.0,16132.0,154008.0,824307.0,8531811.0,8531811.0
2020-12-10,18262.06,2269.0,16113.0,154173.0,825031.0,8542076.0,8542076.0
2020-12-11,18157.02,2266.0,16114.0,154285.0,825831.0,8553429.0,8553429.0
2020-12-12,19267.95,2272.0,16115.0,154327.0,826068.0,8543390.0,8543390.0
2020-12-13,19151.1,2274.0,16095.0,154364.0,826398.0,8530244.0,8530244.0
2020-12-14,19259.97,2280.0,16078.0,154424.0,827109.0,8536098.0,8536098.0
2020-12-15,19396.99,2275.0,16073.0,154381.0,827737.0,8541136.0,8541136.0
2020-12-16,21318.0,2280.0,16100.0,154282.0,828730.0,8555999.0,8555999.0
2020-12-17,22800.0,2292.0,16120.0,154247.0,829239.0,8594352.0,8594352.0
2020-12-18,23048.0,2305.0,16141.0,154013.0,829005.0,8591230.0,8591230.0
2020-12-19,23864.0,2302.0,16115.0,154044.0,828169.0,8546794.0,8546794.0
2020-12-20,23595.0,2275.0,16101.0,153982.0,827832.0,8520196.0,8520196.0
2020-12-21,22862.0,2268.0,16073.0,153606.0,828687.0,8550823.0,8550823.0
2020-12-22,23842.0,2254.0,16122.0,153849.0,829668.0,8550159.0,8550159.0
2020-12-23,23308.0,2250.0,16088.0,153609.0,828393.0,8544702.0,8544702.0
2020-12-24,23667.0,2231.0,16081.0,153707.0,829225.0,8545075.0,8545075.0
2020-12-25,24672.0,2227.0,16066.0,153594.0,829053.0,8513141.0,8513141.0
2020-12-26,26484.0,2221.0,16099.0,153585.0,826783.0,8490137.0,8490137.0
2020-12-27,26326.0,2225.0,16030.0,153296.0,825392.0,8470449.0,8470449.0
2020-12-28,27125.0,2225.0,16182.0,153634.0,825491.0,8472557.0,8472557.0
2020-12-29,27425.0,2257.0,16226.0,153563.0,825952.0,8480297.0,8480297.0
2020-12-30,29260.0,2267.0,16225.0,153582.0,826675.0,8491886.0,8491886.0
2020-12-31,29022.0,2268.0,16207.0,153694.0,827347.0,8493256.0,8493256.0
2021-01-01,29335.0,2274.0,16335.0,153601.0,828096.0,8467428.0,8467428.0
2021-01-02,32152.0,2275.0,16244.0,153166.0,827726.0,8472258.0,8472258.0
2021-01-03,33055.0,2288.0,16219.0,152792.0,827631.0,8469432.0,8469432.0
2021-01-04,31538.0,2282.0,16209.0,152620.0,827142.0,8463279.0,8463279.0
2021-01-05,34042.0,2312.0,16202.0,152527.0,827242.0,8484851.0,8484851.0
2021-01-06,36934.0,2333.0,16214.0,152762.0,827742.0,8481909.0,8481909.0
2021-01-07,39567.0,2361.0,16200.0,152280.0,827737.0,8507827.0,8507827.0
2021-01-08,41078.0,2379.0,16234.0,151926.0,828234.0,8536212.0,8536212.0
2021-01-09,40431.0,2396.0,16247.0,151987.0,828274.0,8547583.0,8547583.0
2021-01-10,37897.0,2404.0,16268.0,152034.0,828304.0,8540973.0,8540973.0
