"DateTime","BTC price","Google Trends"
"2012-06-27 00:00:00",6.6157134015,25
"2012-06-28 00:00:00",6.590064633,26
"2012-06-29 00:00:00",6.6587767572,26
"2012-06-30 00:00:00",6.680427623,25
"2012-07-01 00:00:00",6.6268600923,30
"2012-07-02 00:00:00",6.7434780508,24
"2012-07-03 00:00:00",6.4499924033,27
"2012-07-04 00:00:00",6.5148353331,27
"2012-07-05 00:00:00",6.6423986043,23
"2012-07-06 00:00:00",6.6721811894,22
"2012-07-07 00:00:00",6.8082737119,28
"2012-07-08 00:00:00",6.7963176879,27
"2012-07-09 00:00:00",7.032395886,39
"2012-07-10 00:00:00",7.1785800357,34
"2012-07-11 00:00:00",7.185147789,34
"2012-07-12 00:00:00",7.5559356502,28
"2012-07-13 00:00:00",7.630921256,32
"2012-07-14 00:00:00",7.5801291783,30
"2012-07-15 00:00:00",7.6272348597,28
"2012-07-16 00:00:00",8.4934056774,29
"2012-07-17 00:00:00",8.7519848551,35
"2012-07-18 00:00:00",9.0951926861,37
"2012-07-19 00:00:00",8.8795334135,40
"2012-07-20 00:00:00",8.5324506791,40
"2012-07-21 00:00:00",8.875645841,37
"2012-07-22 00:00:00",8.5065625441,38
"2012-07-23 00:00:00",8.5312112694,33
"2012-07-24 00:00:00",8.5745851707,31
"2012-07-25 00:00:00",8.7693472729,28
"2012-07-26 00:00:00",8.8757650462,26
"2012-07-27 00:00:00",8.8914598942,28
"2012-07-28 00:00:00",8.8425608942,26
"2012-07-29 00:00:00",8.7476806593,27
"2012-07-30 00:00:00",9.088317249,30
"2012-07-31 00:00:00",9.3209984021,32
"2012-08-01 00:00:00",9.5680209039,32
"2012-08-02 00:00:00",10.5510396961,35
"2012-08-03 00:00:00",10.9158647466,40
"2012-08-04 00:00:00",10.9197148808,36
"2012-08-05 00:00:00",10.8051173776,32
"2012-08-06 00:00:00",10.8694465018,29
"2012-08-07 00:00:00",10.9412794401,34
"2012-08-08 00:00:00",11.0703915967,34
"2012-08-09 00:00:00",11.103724744,35
"2012-08-10 00:00:00",11.4475688045,33
"2012-08-11 00:00:00",11.5425355272,30
"2012-08-12 00:00:00",11.5925523898,40
"2012-08-13 00:00:00",11.9849629904,34
"2012-08-14 00:00:00",12.187097481,42
"2012-08-15 00:00:00",13.1700773539,43
"2012-08-16 00:00:00",13.4507908247,50
"2012-08-17 00:00:00",12.0770055424,50
"2012-08-18 00:00:00",11.5775071648,41
"2012-08-19 00:00:00",7.8306218419,48
"2012-08-20 00:00:00",9.9798766487,47
"2012-08-21 00:00:00",9.9029820181,59
"2012-08-22 00:00:00",9.7725545786,55
"2012-08-23 00:00:00",10.0886574261,46
"2012-08-24 00:00:00",10.5940425944,43
"2012-08-25 00:00:00",10.5836766715,40
"2012-08-26 00:00:00",10.5455307423,36
"2012-08-27 00:00:00",10.9003800807,36
"2012-08-28 00:00:00",10.9329585336,37
"2012-08-29 00:00:00",10.8677839018,44
"2012-08-30 00:00:00",10.7277488384,32
"2012-08-31 00:00:00",10.1024098206,30
"2012-09-01 00:00:00",10.0065329375,32
"2012-09-02 00:00:00",10.2261162016,34
